Title,URL,Snippet,Date Published,Content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iraq War | Summary, Causes, Dates, Combatants, Casualties, & Facts ...",https://www.britannica.com/event/Iraq-War,"Iraq War, (2003–11), conflict in Iraq that consisted of two phases. The first of these was a brief, conventionally fought war in March–April 2003, in which a combined force of troops from the United States and Great Britain (with smaller contingents from several other countries) invaded Iraq and rapidly defeated Iraqi military and paramilitary forces.",2024-08-09T00:00:00.0000000,"Our editors will review what you’ve submitted and determine whether to revise the article. Our editors will review what you’ve submitted and determine whether to revise the article. U.S. President George W. Bush argued that the vulnerability of the United States following the September 11 attacks of 2001, combined with Iraq’s alleged continued possession and manufacture of weapons of mass destruction and its support for terrorist groups, including al-Qaeda, justified the U.S.'s war with Iraq. The Iraq War, also called the Second Persian Gulf War, began on March 20, 2003. U.S. President George W. Bush argued for launching a military attack on Iraq. On March 17, 2003, Bush declared an end to diplomacy and issued an ultimatum to Saddam Hussein, giving the Iraqi president 48 hours to leave Iraq. Saddam refused, and the U.S. attacked on March 20. The U.S. military formally declared the end of the Iraq War in a ceremony in Baghdad on December 15, 2011, as U.S. troops prepared to withdraw from the country. Iraq War,  (2003–11), conflict in Iraq that consisted of two phases. The first of these was a brief, conventionally fought war in March–April 2003, in which a combined force of troops from the United States and Great Britain (with smaller contingents from several other countries) invaded Iraq and rapidly defeated Iraqi military and paramilitary forces. It was followed by a longer second phase in which a U.S.-led occupation of Iraq was opposed by an insurgency. After violence began to decline in 2007, the United States gradually reduced its military presence in Iraq, formally completing its withdrawal in December 2011. American military casualties in the conflict included some 4,500 service members killed and some 32,000 others wounded. (Read Britannica’s interview with Jimmy Carter on the Iraq War and world affairs.) Iraq’s invasion of Kuwait in 1990 ended in Iraq’s defeat by a U.S.-led coalition in the Persian Gulf War (1990–91). However, the Iraqi branch of the Baʿath Party, headed by Saddam Hussein, managed to retain power by harshly suppressing uprisings of the country’s minority Kurds and its majority Shiʿi Arabs. To stem the exodus of Kurds from Iraq, the allies established a “safe haven” in northern Iraq’s predominantly Kurdish regions, and allied warplanes patrolled “no-fly” zones in northern and southern Iraq that were off-limits to Iraqi aircraft. Moreover, to restrain future Iraqi aggression, the United Nations (UN) implemented economic sanctions against Iraq in order to, among other things, hinder the progress of its most lethal arms programs, including those for the development of nuclear, biological, and chemical weapons. (See weapon of mass destruction.) UN inspections during the mid-1990s uncovered a variety of proscribed weapons and prohibited technology throughout Iraq. That country’s continued flouting of the UN weapons ban and its repeated interference with the inspections frustrated the international community and led U.S. Pres. Bill Clinton in 1998 to order the bombing of several Iraqi military installations (code-named Operation Desert Fox). After the bombing, however, Iraq refused to allow inspectors to reenter the country, and during the next several years the economic sanctions slowly began to erode as neighboring countries sought to reopen trade with Iraq. In 2002 the new U.S. president, George W. Bush, argued that the vulnerability of the United States following the September 11 attacks of 2001, combined with Iraq’s alleged continued possession and manufacture of weapons of mass destruction (an accusation that was later proved erroneous) and its support for terrorist groups—which, according to the Bush administration, included al-Qaeda, the perpetrators of the September 11 attacks—made disarming Iraq a renewed priority. UN Security Council Resolution 1441, passed on November 8, 2002, demanded that Iraq readmit inspectors and that it comply with all previous resolutions. Iraq appeared to comply with the resolution, but in early 2003 President Bush and British Prime Minister Tony Blair declared that Iraq was actually continuing to hinder UN inspections and that it still retained proscribed weapons. Other world leaders, such as French Pres. Jacques Chirac and German Chancellor Gerhard Schröder, citing what they believed to be increased Iraqi cooperation, sought to extend inspections and give Iraq more time to comply with them. However, on March 17, seeking no further UN resolutions and deeming further diplomatic efforts by the Security Council futile, Bush declared an end to diplomacy and issued an ultimatum to Saddam, giving the Iraqi president 48 hours to leave Iraq. The leaders of France, Germany, Russia, and other countries objected to this buildup toward war. When Saddam refused to leave Iraq, U.S. and allied forces launched an attack on the morning of March 20; it began when U.S. aircraft dropped several precision-guided bombs on a bunker complex in which the Iraqi president was believed to be meeting with senior staff. This was followed by a series of air strikes directed against government and military installations, and within days U.S. forces had invaded Iraq from Kuwait in the south (U.S. Special Forces had previously been deployed to Kurdish-controlled areas in the north). Despite fears that Iraqi forces would engage in a scorched-earth policy—destroying bridges and dams and setting fire to Iraq’s southern oil wells—little damage was done by retreating Iraqi forces; in fact, large numbers of Iraqi troops simply chose not to resist the advance of coalition forces. In southern Iraq the greatest resistance to U.S. forces as they advanced northward was from irregular groups of Baʿath Party supporters, known as Saddam’s Fedayeen. British forces—which had deployed around the southern city of Basra—faced similar resistance from paramilitary and irregular fighters. In central Iraq units of the Republican Guard—a heavily armed paramilitary group connected with the ruling party—were deployed to defend the capital of Baghdad. As U.S. Army and Marine forces advanced northwestward up the Tigris-Euphrates river valley, they bypassed many populated areas where Fedayeen resistance was strongest and were slowed only on March 25 when inclement weather and an extended supply line briefly forced them to halt their advance within 60 miles (95 km) of Baghdad. During the pause, U.S. aircraft inflicted heavy damage on Republican Guard units around the capital. U.S. forces resumed their advance within a week, and on April 4 they took control of Baghdad’s international airport. Iraqi resistance, though at times vigorous, was highly disorganized, and over the next several days army and Marine Corps units staged raids into the heart of the city. On April 9 resistance in Baghdad collapsed, and U.S. soldiers took control of the city. On that same day Basra was finally secured by British forces, which had entered the city several days earlier. In the north, however, plans to open up another major front had been frustrated when the Turkish government refused to allow mechanized and armored U.S. Army units to pass through Turkey to deploy in northern Iraq. Regardless, a regiment of American paratroopers did drop into the area, and U.S. Special Forces soldiers joined with Kurdish peshmerga fighters to seize the northern cities of Kirkuk on April 10 and Mosul on April 11. Saddam’s hometown of Tikrīt, the last major stronghold of the regime, fell with little resistance on April 13. Isolated groups of regime loyalists continued to fight on subsequent days, but the U.S. president declared an end to major combat on May 1. Iraqi leaders fled into hiding and were the object of an intense search by U.S. forces. Saddam Hussein was captured on December 13, 2003, five months after his two sons, Uday and Qusay Hussein, who were central figures in their father’s brutal 24-year rule, had been killed in a shoot-out with American troops after the brothers had been found hiding in a private residence. Saddam was subsequently convicted of crimes against humanity and was executed on December 30, 2006.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Troops in Iraq Are Wounded in Rocket Attack on Air Base,https://www.nytimes.com/2024/08/05/world/middleeast/iraq-us-troops-iran-attack.html,"Aug. 5, 2024. A rocket attack targeting U.S. personnel housed at a base in Iraq’s western desert injured several American troops late on Monday, according to U.S. defense officials. The attack ...",2024-08-05T00:00:00.0000000,Please enable JS and disable any ad blocker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf War - Wikipedia,https://en.wikipedia.org/wiki/Gulf_War,"t. e. The Gulf War was an armed conflict between Iraq and a 42-country coalition led by the United States. The coalition's efforts against Iraq were carried out in two key phases: Operation Desert Shield, which marked the military buildup from August 1990 to January 1991; and Operation Desert Storm, which began with the aerial bombing campaign ...",2024-08-15T00:00:00.0000000,"
 Coalition:292 killed (147 killed by enemy action, 145 non-hostile deaths)776 wounded[5] (467 wounded in action)31 tanks destroyed/disabled[6][7][8][9][10][11][12][13]28 Bradley IFVs destroyed/damaged[14][15]1 M113 APC destroyed2 British Warrior APCs destroyed1 artillery piece destroyed75 aircraft destroyed[citation needed]Kuwait:420 killed
12,000 captured
≈200 tanks destroyed/captured
850+ other armored vehicles destroyed/captured
57 aircraft lost
 Juan Cole wrote in October 2006 that even though heavy fighting could be observed, none of the Iraqi casualties in the skirmishes were reported on, which suggests undercounting.[234],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A July 28,2004," opinion piece by Robert Fisk published by The Independent reports that """"some families bury their dead without notifying the authorities.""""[235]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Stephen Soldz," who runs the website """"Iraq Occupation and Resistance Report""""", wrote in a February 5,2006, article:[236],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Of course, in conditions of active rebellion, the safer areas accessible to Western reporters are likely to be those under US/Coalition control, where deaths are, in turn, likely to be due to insurgent attacks. Areas of insurgent control, which are likely to be subject to US and Iraqi government attack, for example most of Anbar province, are simply off-limits to these reporters. Thus, the realities of reporting imply that reporters will be witness to a larger fraction of deaths due to insurgents and a lesser proportion of deaths due to US and Iraqi government forces. An October 19,2006, The Washington Post article[174] reports:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 The deaths reported by officials and published in the news media represent only a fraction of the thousands of mutilated bodies winding up in Baghdad's overcrowded morgue each month. ... Bodies are increasingly being dumped in and around Baghdad in fields staked out by individual Shiite militias and Sunni insurgent groups. Iraqi security forces often refuse to go to the dumping grounds, leaving the precise number of bodies in those sites unknown. Civilian deaths, unlike those of American troops, often go unrecorded. The Australian reported in January 2007 that Iraqi government casualty estimates do not count deaths classed as 'criminal', deaths of civilians who get wounded and die later from the wounds, or kidnap victims who have not been found.[228],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" The Iraq Body Count project (IBC) stated in November 2004 that """"we have always been quite explicit that our own total is certain to be an underestimate of the true position"," because of gaps in reporting or recording"""".[237]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 An April 2005 article by The Independent[238] reports:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A week before she was killed by a suicide bomber, humanitarian worker Marla Ruzicka forced military commanders to admit they did keep records of Iraqi civilians killed by US forces. ... in an essay Ms Ruzicka wrote a week before her death on Saturday and published yesterday," the 28-year-old revealed that a Brigadier General told her it was """"standard operating procedure"""" for US troops to file a report when they shoot a non-combatant. She obtained figures for the number of civilians killed in Baghdad between February 28 and April 5 [2005]", and discovered that 29 had been killed in firefights involving US forces and insurgents. This was four times the number of Iraqi police killed. The December 2006 report of the Iraq Study Group (ISG) found that the United States has filtered out reports of violence in order to disguise its perceived policy failings in Iraq.[239] A December 7,2006, McClatchy Newspapers article[239] reports that the ISG found that U.S. officials reported 93 attacks or significant acts of violence on one day in July 2006," yet """"a careful review of the reports for that single day brought to light more than 1","100 acts of violence."""" The article further reports:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 The finding confirmed a September 8 McClatchy Newspapers report that U.S. officials excluded scores of people killed in car bombings and mortar attacks from tabulations measuring the results of a drive to reduce violence in Baghdad. By excluding that data, U.S. officials were able to boast that deaths from sectarian violence in the Iraqi capital had declined by more than 52 percent between July and August, McClatchy newspapers reported. From the ISG report itself:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 A murder of an Iraqi is not necessarily counted as an attack. If we cannot determine the source of a sectarian attack, that assault does not make it into the database. A roadside bomb or a rocket or mortar attack that doesn't hurt U.S. personnel doesn't count.[239] In May 2004, Associated Press completed a survey[232] of the morgues in Baghdad and surrounding provinces. The survey tallied violent deaths from May 1,2003, when President Bush declared an end to major combat operations, through April 30,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 From the AP article:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 In Baghdad, a city of about 5.6 million,4,279 people were recorded killed in the 12 months through April 30, [2004], according to figures provided by Kais Hassan, director of statistics at Baghdad's Medicolegal Institute," which administers the city's morgues. """"Before the war", there was a strong government," strong security. There were a lot of police on the streets and there were no illegal weapons"""""," he said during an AP reporter's visit to the morgue. """"Now there are few controls. There is crime", revenge killings," so much violence."""" The figure does not include most people killed in big terrorist bombings", Hassan said. The cause of death in such cases is obvious so bodies are usually not taken to the morgue, but given directly to victims' families. Also, the bodies of killed fighters from groups like the al-Mahdi Army are rarely taken to morgues. Accidental trauma deaths from car accidents, falls, etc. are not included in the numbers. The article reports that the numbers translate to 76 killings per 100,000 people in Baghdad, compared to 39 in Bogotá, Colombia, 7.5 in New York City, and 2.4 in neighboring Jordan. The article states that there were 3.0 killings per 100,000 people in Baghdad in 2002 (the year before the war). Morgues surveyed in other parts of Iraq also reported large increases in the number of homicides. Karbala, south of Baghdad, increased from an average of one homicide per month in 2002 to an average of 55 per month in the year following the invasion; in Tikrit, north of Baghdad, where there were no homicides in 2002, the rate had grown to an average of 17 per month; in the northern province of Kirkuk, the rate had increased from 3 per month in 2002 to 34 per month in the survey period.[232],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Iraq eyes drawdown of US-led forces starting September"," sources say""",https://www.reuters.com/world/middle-east/iraq-eyes-drawdown-us-led-forces-starting-september-sources-say-2024-07-22/,"Iraq wants troops from a U.S.-led military coalition to begin withdrawing in September and to formally end the coalition's work by September 2025, four Iraqi sources said, with some U.S. forces ...",2024-07-22T21:45:00.0000000,Please enable JS and disable any ad blocker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vance years ago expressed support for Iraq War, despite current ...",https://abcnews.go.com/US/vance-years-ago-expressed-support-iraq-war-despite/story?id=112204761,"Vance's stance on the Iraq War appeared to turn more critical in the years following his 2010 article. In a 2016 op-ed in The New York Times, he lamented that Republicans, in 2008 and 2012, ""ran ...",2024-07-23T00:00:00.0000000,"""I supported the Iraq invasion on the merits,"" Vance wrote in 2010. In a notable moment from Sen. JD Vance's speech at the Republican National Convention last week, former President Donald Trump's newly picked running mate took aim at President Joe Biden's support of the Iraq War. ""When I was in the fourth grade, a career politician by the name of Joe Biden supported NAFTA, a bad trade deal that sent countless good jobs to Mexico,"" Vance told the Milwaukee crowd, adding, ""When I was a senior in high school, that same Joe Biden supported the disastrous invasion of Iraq."" But in 2010, Vance himself expressed support for the war.  ""I supported the Iraq invasion on the merits,"" Vance wrote in a 2010 article for ""FrumForum,"" a conservative website run by David Frum, now the senior editor for The Atlantic, according to a post reviewed by ABC News. Vance, who served as a combat correspondent with the U.S. Marines in Iraq in late 2005, is the first veteran on a presidential ticket since 2008. In the FrumForum article, dated April 12, 2010, Vance discussed the complexity of the war in the wake of Wikileaks releasing a video of an Apache helicopter gunning down a group of Iraqi civilians. ""We can legislate laws of war and refine rules of engagement, but war will always be a grisly business,"" said Vance, writing under his previous name, J.D. Hamel, which he also used during his military service. ""I'm not a peacenik, and I supported the Iraq invasion on the merits, but it's folly to send troops to do the toughest job and then be shocked by the attitude that some show while doing it."" Vance previously went by Hamel, his mother's husband's name, before later taking the name Vance, the name of his maternal grandmother. In the piece, Vance also criticized then-President George W. Bush for failing to ""emotionally prepare the American people for war."" ""Of all of President Bush's mistakes, his failure to emotionally prepare the American people for war is perhaps the most severe. We ought to demand the best of our troops, and do whatever necessary to rectify mistakes, but the American people are too often confused or shocked when things like this happen, Vance wrote. ""Maybe we wouldn't be if we understood the monumental difficulty of our task."" Vance's time writing for ""FrumForum"" -- whose editor, David Frum, is a vocal Trump critic -- has garnered scrutiny since the Ohio senator accepted the nomination as the Republican vice presidential nominee. Vance's stance on the Iraq War appeared to turn more critical in the years following his 2010 article. In a 2016 op-ed in The New York Times, he lamented that Republicans, in 2008 and 2012, ""ran candidates who refused to rethink the Bush foreign policy that led to Iraq."" ""With the Islamic State on the rampage, Americans today look to a Middle East that is humiliatingly worse off than the way we found it,"" Vance wrote. Speaking at the Heritage Foundations 50th Anniversary Leadership Summit in April 2023, Vance said that when he was a high school student, just prior to enrolling in United States Marine Corps in April 2003, he believed ""what we would do in Iraq was transform it from a horrible dictatorship into a flowering democracy.""  ""I also hate to say not just that it didn't happen, not just that some of us were wrong, myself very much at the top of the list, even though I was only a high school student,"" Vance said last year, ""but the people who were most wrong suffered no consequences."" Last year, Vance called the Iraq war an ""unforced disaster"" in a social media post. ""Twenty years ago we invaded Iraq. The war killed many innocent Iraqis and Americans. It destroyed the oldest Christian populations in the world. It cost over $1 trillion, and turned Iraq into a satellite of Iran. It was an unforced disaster, and I pray that we learn its lessons,"" Vance wrote. In a statement to ABC News, Vance spokesperson William Martin said, ""Like thousands of young men at the time, Sen. Vance enlisted in the U.S. Marine Corps near the start of the Iraq War. He ultimately came to the same conclusion as millions of other Americans: that the war he served in was a massive mistake."" ""Too few leaders in Washington learned that lesson, but President Trump knew it from the very start,"" the statement continued. ""Together, they will implement an America First agenda that actually serves our national security interests and avoids the foreign policy disasters that Joe Biden and Kamala Harris have overseen for the past four years."" Throughout his 2016 presidential campaign, Trump repeatedly claimed he did not support the 2003 invasion of Iraq or the U.S. intervention in Libya in 2011, despite previous public statements to the contrary. In an Howard Stern interview that briefly touched on the subject, Stern asked Trump, ""Are you for invading Iraq?"" to which Trump replied, ""Yeah, I guess so. I wish the first time it was done correctly,"" referring to the 1990 Gulf War. Trump, however, told NBC News in 2016, ""I heard Hillary Clinton say I was not against the war in Iraq. I was totally against the war in Iraq."" ""You can look at Esquire magazine from 2004 ... I was against the war in Iraq. I said it's going to totally destabilize the Middle East, which it has. It's been a disastrous war,"" Trump said, pointing to a comment he made over a year after the war began. 24/7 coverage of breaking news and live events",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rocket attack at Iraqi military base injures US personnel, officials ...",https://apnews.com/article/iraq-mideast-us-forces-attack-90a1519a42c751fdc2915ba05df9e5a8,"Between October and January, an umbrella group calling itself the Islamic Resistance in Iraq had regularly claimed attacks that it said were in retaliation for Washington’s support of Israel in its war against Hamas in Gaza and were aimed at pushing U.S. troops out of the region.",2024-08-06T00:10:00.0000000,"Copyright 2024 The Associated Press. All Rights Reserved. The flags of Iraq and the United States are placed on the table during a meeting with Secretary of Defense Lloyd Austin meets and Iraqi Defense Minister Muhammad Al-Abbasi at the Pentagon, Tuesday, July 23, 2024, in Washington. (AP Photo/Alex Brandon) WASHINGTON (AP) — Several U.S. personnel were injured in a suspected rocket attack at a military base in Iraq, U.S. defense officials said Monday, in what has been a recent uptick in strikes on American forces by Iranian-backed militias.  The attack comes as tensions across the Middle East are spiking following the killings last week of a senior Hezbollah commander in Lebanon and Hamas’ top political leader in Iran, in suspected Israeli strikes. Both groups are backed by Iran. The U.S. defense officials said troops at al-Asad air base were still assessing the injuries and damage, and it appeared that as many as seven military troops and civilians were injured. Earlier Monday, Iraqi security officials confirmed the attack, but no group has claimed responsibility. The American officials said the U.S. looked into reports of a possible second attack at the base but determined there had not been another one. The officials spoke on condition of anonymity to discuss military operations. The White House said the president and vice president were briefed on the attack. In recent weeks, Iranian-backed Iraqi militias have resumed launching attacks on bases housing U.S. forces in Iraq and Syria after a lull of several months, following a strike on a base in Jordan in late January that killed three American soldiers and prompted a series of retaliatory U.S. strikes.  Between October and January, an umbrella group calling itself the Islamic Resistance in Iraq had regularly claimed attacks that it said were in retaliation for Washington’s support of Israel in its war against Hamas in Gaza and were aimed at pushing U.S. troops out of the region. Associated Press writers Joshua Boak in Washington and Qassim Abdul-Zahra in Baghdad contributed to this report. Copyright 2024 The Associated Press. All Rights Reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iraq War - Surge, Coalition, Insurgency | Britannica",https://www.britannica.com/event/Iraq-War/The-surge,"Iraq War - Surge, Coalition, Insurgency: A temporary increase in the number of U.S. troops in 2007 was known as the surge. The Sunni Awakening was a movement to help counter other insurgents, particularly those affiliated with al-Qaeda. In 2010 WikiLeaks published documents under the title “Iraq War Log.” The U.S. military formally declared the end of its mission in Iraq on December 15, 2011.",2024-08-09T00:00:00.0000000,"Our editors will review what you’ve submitted and determine whether to revise the article. Our editors will review what you’ve submitted and determine whether to revise the article. Prior to the release of the Iraq Study Group report, there had been considerable debate within the administration over the path forward in Iraq. Although by December 2006 President Bush had indicated his inclination to increase the number of troops in Iraq, questions—in particular, the exact number of troops to be added—remained unsettled. Finally, in January 2007, President Bush announced a controversial plan to temporarily increase the number of U.S. troops there by more than 20,000, an effort that became known as the surge. Despite heavy casualties initially—2007 was the deadliest year for U.S. forces since 2004—the drop in violence that occurred as the year drew on was a source of encouragement, and a number of the additional troops were subsequently withdrawn. The ultimate success of the surge itself remained a source of continuing debate, however, as the declining levels of violence observed in 2007 were attributed not solely to the surge itself but to a confluence of factors. Among these were a change in tactics that brought U.S. forces already on the ground more in line with classic counterinsurgency strategy; the Sunni Awakening, a movement in which Sunni tribesmen who had formerly fought against U.S. troops eventually realigned themselves to help counter other insurgents, particularly those affiliated with al-Qaeda; and the voluntary peace observed by Ṣadr and his forces beginning in August of that year. In November 2008 the Iraqi parliament approved a U.S.-Iraqi agreement that redefined the legal framework for U.S. military activity in Iraq and set a timetable for the final withdrawal of U.S. forces. Under the agreement, which was signed during the final months of the Bush administration after nearly a year of negotiation, U.S. troops were scheduled to leave the cities by mid-2009, and withdrawal from the country was set to be completed by December 31, 2011. In February 2009 newly elected U.S. Pres. Barack Obama announced that U.S. combat forces would be withdrawn from Iraq by August 31, 2010, with the remaining troops due to pull out by the end of 2011. On August 18, 2010—two weeks ahead of schedule—the last combat brigade withdrew from Iraq; 50,000 U.S. soldiers remained in Iraq to act as a transitional force. In contrast to publicly known U.S. military casualty figures (tracked by the Pentagon to more than 4,300 in October 2009), for a number of years no comprehensive data on Iraqi mortality was made available by the Iraqi government. In October 2009 the Iraqi government released its estimate of violent deaths for the 2004–08 period (statistics for the earliest portion of the war were far more difficult to obtain, due to the lack of a functioning government at that time). According to the government estimate, more than 85,000 Iraqis—a figure that included both civilians and military personnel—had died violently in the four-year period. In October 2010 the whistle-blowing organization WikiLeaks published nearly 400,000 secret U.S. military documents from the Iraq War online under the title “Iraq War Log,” following the release of a similar cache of documents related to the Afghanistan War in July 2010. WikiLeaks made the documents available to several major news outlets, including The New York Times, Der Spiegel, Le Monde, The Guardian, and Al Jazeera ahead of the publication date, stipulating that the material had to remain under embargo until the online release. The documents, mostly raw tactical and intelligence reports generated by field units in Iraq between 2004 and 2009, did not radically change the public understanding of the war, but they did reveal detailed information about its day-to-day conduct. They indicated that U.S. forces kept more detailed counts of Iraqi civilian casualties than previously acknowledged and that these counts indicated higher rates of civilian casualties than the military’s public statements, that private military contractors were often involved in incidents of excessive force, that Iran provided extensive direct military aid to Shiʿi militias participating in Iraq’s sectarian conflict, and that U.S. forces ignored the widespread use of torture by Iraqi security forces. U.S. and Iraqi officials condemned the publication of the documents, saying that the release would set back security efforts and endanger the lives of military personnel and Iraqis who cooperated with the military. In July 2011, U.S. military officials announced that Iraq and the United States had begun negotiations to keep several thousand U.S. soldiers in Iraq past December 31, 2011, the date for withdrawal set in negotiations in 2008. However, a possible extension of the U.S. presence in Iraq remained unpopular with the Iraq public and with several Iraqi political factions. Negotiations failed when the two sides were unable to reach an agreement over the continuation for U.S. troops of legal immunity from Iraqi law. In October, President Obama announced that the remaining 39,000 soldiers would leave the country at the end of 2011. The U.S. military formally declared the end of its mission in Iraq in a ceremony in Baghdad on December 15, as the final U.S. troops prepared to withdraw from the country.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
